2025-09-06 08:44:28	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:44:30	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:45:20	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:45:23	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:45:27	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:46:07	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:46:10	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:46:11	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:46:14	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:46:47	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:46:51	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:46:52	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:47:36	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:47:42	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:47:43	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:47:43	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:47:47	192.168.10.1	execute	executed=1	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:47:48	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:48:14	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:48:16	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:48:18	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
2025-09-06 08:48:22	192.168.10.1	generate	executed=0	rows=0	err=SQLSTATE[HY000] [1045] Access denied for user ''@'localhost' (using password: NO)	ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0	Q=지난 30일 동안 AI기본법(본문)에서 '위험' 키워드가 포함된 조항 번호와 제목을 최신순으로 10건 보여줘. 	SQL=
